Ticker,Date,Close,Currency
ADWZ,06/08/2025,104.71,USD
ADWZ,07/08/2025,104.96,USD
ADWZ,08/08/2025,104.76,USD
ADWZ,11/08/2025,104.99,USD
ADWZ,12/08/2025,104.82,USD
ADWZ,13/08/2025,103.28,USD
ADWZ,14/08/2025,97.35,USD
ADWZ,15/08/2025,97.06,USD
ADWZ,18/08/2025,100.96,USD
ADWZ,19/08/2025,108.18,USD
ADWZ,20/08/2025,107.17,USD
ADWZ,21/08/2025,106.62,USD
ADWZ,22/08/2025,108.72,USD
ADWZ,25/08/2025,115.12,USD
ADWZ,26/08/2025,112.92,USD
ADWZ,27/08/2025,116,USD
ADWZ,28/08/2025,112.24,USD
ADWZ,29/08/2025,113.7,USD
ADWZ,01/09/2025,118.05,USD
AFD,01/03/2025,78.5,USD
AFD,02/03/2025,78.5,USD
AFD,03/03/2025,78.5,USD
AFD,04/03/2025,78.5,USD
AFD,05/03/2025,78.5,USD
AFD,06/03/2025,78.5,USD
AFD,07/03/2025,78.5,USD
AFD,08/03/2025,78.5,USD
AFD,09/03/2025,78.5,USD
AFD,10/03/2025,78.5,USD
AFD,11/03/2025,78.5,USD
AFD,12/03/2025,78.5,USD
AFD,13/03/2025,78.5,USD
AFD,14/03/2025,78.5,USD
AFD,15/03/2025,78.5,USD
AFD,16/03/2025,78.5,USD
AFD,17/03/2025,78.5,USD
AFD,18/03/2025,78.5,USD
AFD,19/03/2025,78.5,USD
AFD,20/03/2025,78.5,USD
AFD,21/03/2025,78.5,USD
AFD,22/03/2025,78.5,USD
AFD,23/03/2025,78.5,USD
AFD,24/03/2025,78.5,USD
AFD,25/03/2025,78.5,USD
AFD,26/03/2025,78.5,USD
AFD,27/03/2025,78.5,USD
AFD,28/03/2025,78.5,USD
AFD,29/03/2025,78.5,USD
AFD,30/03/2025,78.5,USD
AFD,31/03/2025,78.5,USD
AFD,01/04/2025,78.5,USD
AFD,02/04/2025,78.5,USD
AFD,03/04/2025,78.5,USD
AFD,04/04/2025,78.5,USD
AFD,05/04/2025,78.5,USD
AFD,06/04/2025,78.5,USD
AFD,07/04/2025,78.5,USD
AFD,08/04/2025,78.5,USD
AFD,09/04/2025,78.5,USD
AFD,10/04/2025,78.5,USD
AFD,11/04/2025,78.5,USD
AFD,12/04/2025,78.5,USD
AFD,13/04/2025,78.5,USD
AFD,14/04/2025,78.5,USD
AFD,15/04/2025,78.5,USD
AFD,16/04/2025,78.5,USD
AFD,17/04/2025,78.5,USD
AFD,18/04/2025,78.5,USD
AFD,19/04/2025,78.5,USD
AFD,20/04/2025,78.5,USD
AFD,21/04/2025,78.5,USD
AFD,22/04/2025,78.5,USD
AFD,23/04/2025,78.5,USD
AFD,24/04/2025,78.5,USD
AFD,25/04/2025,78.5,USD
AFD,26/04/2025,78.5,USD
AFD,27/04/2025,78.5,USD
AFD,28/04/2025,78.5,USD
AFD,29/04/2025,78.5,USD
AFD,30/04/2025,78.5,USD
AFD,01/05/2025,78.5,USD
AFD,02/05/2025,78.5,USD
AFD,03/05/2025,78.5,USD
AFD,04/05/2025,78.5,USD
AFD,05/05/2025,78.5,USD
AFD,06/05/2025,78.5,USD
AFD,07/05/2025,78.5,USD
AFD,08/05/2025,78.5,USD
AFD,09/05/2025,78.5,USD
AFD,10/05/2025,78.5,USD
AFD,11/05/2025,78.5,USD
AFD,12/05/2025,78.5,USD
AFD,13/05/2025,78.5,USD
AFD,14/05/2025,78.5,USD
AFD,15/05/2025,78.5,USD
AFD,16/05/2025,78.5,USD
AFD,17/05/2025,78.5,USD
AFD,18/05/2025,78.5,USD
AFD,19/05/2025,78.5,USD
AFD,20/05/2025,78.5,USD
AFD,21/05/2025,78.5,USD
AFD,22/05/2025,78.5,USD
AFD,23/05/2025,78.5,USD
AFD,24/05/2025,78.5,USD
AFD,25/05/2025,78.5,USD
AFD,26/05/2025,78.5,USD
AFD,27/05/2025,78.5,USD
AFD,28/05/2025,78.5,USD
AFD,29/05/2025,78.5,USD
AFD,30/05/2025,78.5,USD
AFD,31/05/2025,78.5,USD
AFD,01/06/2025,78.5,USD
AFD,02/06/2025,78.5,USD
AFD,03/06/2025,80.47,USD
AFD,04/06/2025,79.41,USD
AFD,05/06/2025,79.49,USD
AFD,06/06/2025,81.24,USD
AFD,09/06/2025,80.33,USD
AFD,10/06/2025,80.25,USD
AFD,11/06/2025,80.22,USD
AFD,12/06/2025,81.48,USD
AFD,13/06/2025,82.58,USD
AFD,16/06/2025,82.17,USD
AFD,17/06/2025,82.29,USD
AFD,18/06/2025,81.58,USD
AFD,19/06/2025,78.81,USD
AFD,20/06/2025,79.28,USD
AFD,23/06/2025,82.73,USD
AFD,24/06/2025,81.05,USD
AFD,25/06/2025,79.61,USD
AFD,26/06/2025,78.01,USD
AFD,27/06/2025,79.31,USD
AFD,30/06/2025,80.13,USD
AFD,01/07/2025,79.84,USD
AFD,02/07/2025,78.15,USD
AFD,03/07/2025,78.32,USD
AFD,04/07/2025,75.5,USD
AFD,07/07/2025,75.75,USD
AFD,08/07/2025,77.27,USD
AFD,09/07/2025,75.05,USD
AFD,10/07/2025,72.41,USD
AFD,11/07/2025,75.03,USD
AFD,14/07/2025,73.98,USD
AFD,15/07/2025,75.91,USD
AFD,16/07/2025,75.64,USD
AFD,17/07/2025,75.36,USD
AFD,18/07/2025,76.12,USD
AFD,21/07/2025,74.57,USD
AFD,22/07/2025,74.8,USD
AFD,23/07/2025,74.14,USD
AFD,24/07/2025,71.89,USD
AFD,25/07/2025,72.45,USD
AFD,28/07/2025,72.01,USD
AFD,29/07/2025,71.75,USD
AFD,30/07/2025,69.76,USD
AFD,31/07/2025,72.31,USD
AFD,01/08/2025,73.77,USD
AFD,04/08/2025,75.4,USD
AFD,05/08/2025,74.87,USD
AFD,06/08/2025,71.9,USD
AFD,07/08/2025,75.12,USD
AFD,08/08/2025,75.02,USD
AFD,11/08/2025,73.73,USD
AFD,12/08/2025,74.43,USD
AFD,13/08/2025,76.43,USD
AFD,14/08/2025,76.39,USD
AFD,15/08/2025,78.63,USD
AFD,18/08/2025,80.59,USD
AFD,19/08/2025,78.6,USD
AFD,20/08/2025,77.38,USD
AFD,21/08/2025,79.08,USD
AFD,22/08/2025,74.15,USD
AFD,25/08/2025,73.9,USD
AFD,26/08/2025,71.47,USD
AFD,27/08/2025,70.69,USD
AFD,28/08/2025,70.2,USD
AFD,29/08/2025,69.62,USD
AFD,01/09/2025,68.74,USD
AFUX,01/03/2025,150.38,EUR
AFUX,02/03/2025,150.38,EUR
AFUX,03/03/2025,150.38,EUR
AFUX,04/03/2025,150.38,EUR
AFUX,05/03/2025,150.38,EUR
AFUX,06/03/2025,150.38,EUR
AFUX,07/03/2025,150.38,EUR
AFUX,08/03/2025,150.38,EUR
AFUX,09/03/2025,150.38,EUR
AFUX,10/03/2025,150.38,EUR
AFUX,11/03/2025,150.38,EUR
AFUX,12/03/2025,150.38,EUR
AFUX,13/03/2025,150.38,EUR
AFUX,14/03/2025,150.38,EUR
AFUX,15/03/2025,150.38,EUR
AFUX,16/03/2025,150.38,EUR
AFUX,17/03/2025,150.38,EUR
AFUX,18/03/2025,150.38,EUR
AFUX,19/03/2025,150.38,EUR
AFUX,20/03/2025,150.38,EUR
AFUX,21/03/2025,150.38,EUR
AFUX,22/03/2025,150.38,EUR
AFUX,23/03/2025,150.38,EUR
AFUX,24/03/2025,150.38,EUR
AFUX,25/03/2025,150.38,EUR
AFUX,26/03/2025,150.38,EUR
AFUX,27/03/2025,150.38,EUR
AFUX,28/03/2025,150.38,EUR
AFUX,29/03/2025,150.38,EUR
AFUX,30/03/2025,150.38,EUR
AFUX,31/03/2025,150.38,EUR
AFUX,01/04/2025,150.38,EUR
AFUX,02/04/2025,150.38,EUR
AFUX,03/04/2025,150.38,EUR
AFUX,04/04/2025,150.38,EUR
AFUX,05/04/2025,150.38,EUR
AFUX,06/04/2025,150.38,EUR
AFUX,07/04/2025,150.38,EUR
AFUX,08/04/2025,150.38,EUR
AFUX,09/04/2025,150.38,EUR
AFUX,10/04/2025,150.38,EUR
AFUX,11/04/2025,150.38,EUR
AFUX,12/04/2025,150.38,EUR
AFUX,13/04/2025,150.38,EUR
AFUX,14/04/2025,150.38,EUR
AFUX,15/04/2025,150.38,EUR
AFUX,16/04/2025,150.38,EUR
AFUX,17/04/2025,150.38,EUR
AFUX,18/04/2025,150.38,EUR
AFUX,19/04/2025,150.38,EUR
AFUX,20/04/2025,150.38,EUR
AFUX,21/04/2025,150.38,EUR
AFUX,22/04/2025,150.38,EUR
AFUX,23/04/2025,150.38,EUR
AFUX,24/04/2025,150.38,EUR
AFUX,25/04/2025,150.38,EUR
AFUX,26/04/2025,150.38,EUR
AFUX,27/04/2025,150.38,EUR
AFUX,28/04/2025,150.38,EUR
AFUX,29/04/2025,150.38,EUR
AFUX,30/04/2025,150.38,EUR
AFUX,01/05/2025,150.38,EUR
AFUX,02/05/2025,150.38,EUR
AFUX,03/05/2025,150.38,EUR
AFUX,04/05/2025,150.38,EUR
AFUX,05/05/2025,150.38,EUR
AFUX,06/05/2025,150.38,EUR
AFUX,07/05/2025,150.38,EUR
AFUX,08/05/2025,150.38,EUR
AFUX,09/05/2025,150.38,EUR
AFUX,10/05/2025,150.38,EUR
AFUX,11/05/2025,150.38,EUR
AFUX,12/05/2025,150.38,EUR
AFUX,13/05/2025,150.38,EUR
AFUX,14/05/2025,150.38,EUR
AFUX,15/05/2025,150.38,EUR
AFUX,16/05/2025,150.38,EUR
AFUX,17/05/2025,150.38,EUR
AFUX,18/05/2025,150.38,EUR
AFUX,19/05/2025,150.38,EUR
AFUX,20/05/2025,150.38,EUR
AFUX,21/05/2025,150.38,EUR
AFUX,22/05/2025,150.38,EUR
AFUX,23/05/2025,150.38,EUR
AFUX,24/05/2025,150.38,EUR
AFUX,25/05/2025,150.38,EUR
AFUX,26/05/2025,150.38,EUR
AFUX,27/05/2025,150.38,EUR
AFUX,28/05/2025,150.38,EUR
AFUX,29/05/2025,150.38,EUR
AFUX,30/05/2025,150.38,EUR
AFUX,31/05/2025,150.38,EUR
AFUX,01/06/2025,150.38,EUR
AFUX,02/06/2025,150.38,EUR
AFUX,03/06/2025,163.84,EUR
AFUX,04/06/2025,151.56,EUR
AFUX,05/06/2025,154.27,EUR
AFUX,06/06/2025,149.02,EUR
AFUX,09/06/2025,136.92,EUR
AFUX,10/06/2025,135.74,EUR
AFUX,11/06/2025,127.32,EUR
AFUX,12/06/2025,126.44,EUR
AFUX,13/06/2025,126.63,EUR
AFUX,16/06/2025,132.66,EUR
AFUX,17/06/2025,124.15,EUR
AFUX,18/06/2025,128.95,EUR
AFUX,19/06/2025,129.49,EUR
AFUX,20/06/2025,135.16,EUR
AFUX,23/06/2025,132.68,EUR
AFUX,24/06/2025,125.15,EUR
AFUX,25/06/2025,118.66,EUR
AFUX,26/06/2025,112.13,EUR
AFUX,27/06/2025,114.41,EUR
AFUX,30/06/2025,121.61,EUR
AFUX,01/07/2025,118.68,EUR
AFUX,02/07/2025,121.86,EUR
AFUX,03/07/2025,113.96,EUR
AFUX,04/07/2025,114.83,EUR
AFUX,07/07/2025,118.1,EUR
AFUX,08/07/2025,110.82,EUR
AFUX,09/07/2025,109.86,EUR
AFUX,10/07/2025,113.2,EUR
AFUX,11/07/2025,99.06,EUR
AFUX,14/07/2025,104.69,EUR
AFUX,15/07/2025,106.27,EUR
AFUX,16/07/2025,109.52,EUR
AFUX,17/07/2025,107.59,EUR
AFUX,18/07/2025,99.7,EUR
AFUX,21/07/2025,101.96,EUR
AFUX,22/07/2025,101.61,EUR
AFUX,23/07/2025,101.74,EUR
AFUX,24/07/2025,106.46,EUR
AFUX,25/07/2025,109.91,EUR
AFUX,28/07/2025,118.91,EUR
AFUX,29/07/2025,119.68,EUR
AFUX,30/07/2025,116.16,EUR
AFUX,31/07/2025,115.23,EUR
AFUX,01/08/2025,117.27,EUR
AFUX,04/08/2025,122.34,EUR
AFUX,05/08/2025,114.7,EUR
AFUX,06/08/2025,114.74,EUR
AFUX,07/08/2025,122.61,EUR
AFUX,08/08/2025,121.35,EUR
AFUX,11/08/2025,126.16,EUR
AFUX,12/08/2025,128.81,EUR
AFUX,13/08/2025,134.06,EUR
AFUX,14/08/2025,129.43,EUR
AFUX,15/08/2025,124.99,EUR
AFUX,18/08/2025,125.1,EUR
AFUX,19/08/2025,116.94,EUR
AFUX,20/08/2025,115.6,EUR
AFUX,21/08/2025,116.84,EUR
AFUX,22/08/2025,125.72,EUR
AFUX,25/08/2025,127.88,EUR
AFUX,26/08/2025,131.28,EUR
AFUX,27/08/2025,137.79,EUR
AFUX,28/08/2025,132.13,EUR
AFUX,29/08/2025,131.2,EUR
AFUX,01/09/2025,144.75,EUR
AHTX,01/03/2025,996.68,ILS
AHTX,02/03/2025,996.68,ILS
AHTX,03/03/2025,996.68,ILS
AHTX,04/03/2025,996.68,ILS
AHTX,05/03/2025,996.68,ILS
AHTX,06/03/2025,996.68,ILS
AHTX,07/03/2025,996.68,ILS
AHTX,08/03/2025,996.68,ILS
AHTX,09/03/2025,996.68,ILS
AHTX,10/03/2025,996.68,ILS
AHTX,11/03/2025,996.68,ILS
AHTX,12/03/2025,996.68,ILS
AHTX,13/03/2025,996.68,ILS
AHTX,14/03/2025,996.68,ILS
AHTX,15/03/2025,996.68,ILS
AHTX,16/03/2025,996.68,ILS
AHTX,17/03/2025,996.68,ILS
AHTX,18/03/2025,996.68,ILS
AHTX,19/03/2025,996.68,ILS
AHTX,20/03/2025,996.68,ILS
AHTX,21/03/2025,996.68,ILS
AHTX,22/03/2025,996.68,ILS
AHTX,23/03/2025,996.68,ILS
AHTX,24/03/2025,996.68,ILS
AHTX,25/03/2025,996.68,ILS
AHTX,26/03/2025,996.68,ILS
AHTX,27/03/2025,996.68,ILS
AHTX,28/03/2025,996.68,ILS
AHTX,29/03/2025,996.68,ILS
AHTX,30/03/2025,996.68,ILS
AHTX,31/03/2025,996.68,ILS
AHTX,01/04/2025,996.68,ILS
AHTX,02/04/2025,996.68,ILS
AHTX,03/04/2025,996.68,ILS
AHTX,04/04/2025,996.68,ILS
AHTX,05/04/2025,996.68,ILS
AHTX,06/04/2025,996.68,ILS
AHTX,07/04/2025,996.68,ILS
AHTX,08/04/2025,996.68,ILS
AHTX,09/04/2025,996.68,ILS
AHTX,10/04/2025,996.68,ILS
AHTX,11/04/2025,996.68,ILS
AHTX,12/04/2025,996.68,ILS
AHTX,13/04/2025,996.68,ILS
AHTX,14/04/2025,996.68,ILS
AHTX,15/04/2025,996.68,ILS
AHTX,16/04/2025,996.68,ILS
AHTX,17/04/2025,996.68,ILS
AHTX,18/04/2025,996.68,ILS
AHTX,19/04/2025,996.68,ILS
AHTX,20/04/2025,996.68,ILS
AHTX,21/04/2025,996.68,ILS
AHTX,22/04/2025,996.68,ILS
AHTX,23/04/2025,996.68,ILS
AHTX,24/04/2025,996.68,ILS
AHTX,25/04/2025,996.68,ILS
AHTX,26/04/2025,996.68,ILS
AHTX,27/04/2025,996.68,ILS
AHTX,28/04/2025,996.68,ILS
AHTX,29/04/2025,996.68,ILS
AHTX,30/04/2025,996.68,ILS
AHTX,01/05/2025,996.68,ILS
AHTX,02/05/2025,996.68,ILS
AHTX,03/05/2025,996.68,ILS
AHTX,04/05/2025,996.68,ILS
AHTX,05/05/2025,996.68,ILS
AHTX,06/05/2025,996.68,ILS
AHTX,07/05/2025,996.68,ILS
AHTX,08/05/2025,996.68,ILS
AHTX,09/05/2025,996.68,ILS
AHTX,10/05/2025,996.68,ILS
AHTX,11/05/2025,996.68,ILS
AHTX,12/05/2025,996.68,ILS
AHTX,13/05/2025,996.68,ILS
AHTX,14/05/2025,996.68,ILS
AHTX,15/05/2025,996.68,ILS
AHTX,16/05/2025,996.68,ILS
AHTX,17/05/2025,996.68,ILS
AHTX,18/05/2025,996.68,ILS
AHTX,19/05/2025,996.68,ILS
AHTX,20/05/2025,996.68,ILS
AHTX,21/05/2025,996.68,ILS
AHTX,22/05/2025,996.68,ILS
AHTX,23/05/2025,996.68,ILS
AHTX,24/05/2025,996.68,ILS
AHTX,25/05/2025,996.68,ILS
AHTX,26/05/2025,996.68,ILS
AHTX,27/05/2025,996.68,ILS
AHTX,28/05/2025,996.68,ILS
AHTX,29/05/2025,996.68,ILS
AHTX,30/05/2025,996.68,ILS
AHTX,31/05/2025,996.68,ILS
AHTX,01/06/2025,996.68,ILS
AHTX,02/06/2025,996.68,ILS
AHTX,03/06/2025,1050.97,ILS
AHTX,04/06/2025,1015.6,ILS
AHTX,05/06/2025,1011.23,ILS
AHTX,06/06/2025,993.6,ILS
AHTX,09/06/2025,948.93,ILS
AHTX,10/06/2025,936.94,ILS
AHTX,11/06/2025,976.89,ILS
AHTX,12/06/2025,998.2,ILS
AHTX,13/06/2025,1022.96,ILS
AHTX,16/06/2025,1028.73,ILS
AHTX,17/06/2025,1049.45,ILS
AHTX,18/06/2025,1017.11,ILS
AHTX,19/06/2025,1004.99,ILS
AHTX,20/06/2025,1012.42,ILS
AHTX,23/06/2025,1023.23,ILS
AHTX,24/06/2025,1035.85,ILS
AHTX,25/06/2025,1030.33,ILS
AHTX,26/06/2025,1015.36,ILS
AHTX,27/06/2025,1138.79,ILS
AHTX,30/06/2025,1178.54,ILS
AHTX,01/07/2025,1197.28,ILS
AHTX,02/07/2025,1186.54,ILS
AHTX,03/07/2025,1165.92,ILS
AHTX,04/07/2025,1160.05,ILS
AHTX,07/07/2025,1173.13,ILS
AHTX,08/07/2025,1088.21,ILS
AHTX,09/07/2025,1022.47,ILS
AHTX,10/07/2025,997.4,ILS
AHTX,11/07/2025,1005.35,ILS
AHTX,14/07/2025,996.09,ILS
AHTX,15/07/2025,1052.77,ILS
AHTX,16/07/2025,992.69,ILS
AHTX,17/07/2025,963.98,ILS
AHTX,18/07/2025,1020.39,ILS
AHTX,21/07/2025,1025.54,ILS
AHTX,22/07/2025,1060.47,ILS
AHTX,23/07/2025,1144.21,ILS
AHTX,24/07/2025,1113.65,ILS
AHTX,25/07/2025,1109.39,ILS
AHTX,28/07/2025,1097.76,ILS
AHTX,29/07/2025,1015.16,ILS
AHTX,30/07/2025,1003.03,ILS
AHTX,31/07/2025,1037.05,ILS
AHTX,01/08/2025,1058.63,ILS
AHTX,04/08/2025,1083.86,ILS
AHTX,05/08/2025,1068.19,ILS
AHTX,06/08/2025,1041.21,ILS
AHTX,07/08/2025,1092.09,ILS
AHTX,08/08/2025,1071.18,ILS
AHTX,11/08/2025,1083.31,ILS
AHTX,12/08/2025,1090.12,ILS
AHTX,13/08/2025,1151.46,ILS
AHTX,14/08/2025,1194.52,ILS
AHTX,15/08/2025,1134.96,ILS
AHTX,18/08/2025,1083.07,ILS
AHTX,19/08/2025,1107.21,ILS
AHTX,20/08/2025,1104.47,ILS
AHTX,21/08/2025,1085.11,ILS
AHTX,22/08/2025,1127.54,ILS
AHTX,25/08/2025,1135.68,ILS
AHTX,26/08/2025,1137.97,ILS
AHTX,27/08/2025,1172.13,ILS
AHTX,28/08/2025,1155.21,ILS
AHTX,29/08/2025,1224.96,ILS
AHTX,01/09/2025,1187.8,ILS
AITDJ,01/03/2025,160.48,USD
AITDJ,02/03/2025,160.48,USD
AITDJ,03/03/2025,160.48,USD
AITDJ,04/03/2025,160.48,USD
AITDJ,05/03/2025,160.48,USD
AITDJ,06/03/2025,160.48,USD
AITDJ,07/03/2025,160.48,USD
AITDJ,08/03/2025,160.48,USD
AITDJ,09/03/2025,160.48,USD
AITDJ,10/03/2025,160.48,USD
AITDJ,11/03/2025,160.48,USD
AITDJ,12/03/2025,160.48,USD
AITDJ,13/03/2025,160.48,USD
AITDJ,14/03/2025,160.48,USD
AITDJ,15/03/2025,160.48,USD
AITDJ,16/03/2025,160.48,USD
AITDJ,17/03/2025,160.48,USD
AITDJ,18/03/2025,160.48,USD
AITDJ,19/03/2025,160.48,USD
AITDJ,20/03/2025,160.48,USD
AITDJ,21/03/2025,160.48,USD
AITDJ,22/03/2025,160.48,USD
AITDJ,23/03/2025,160.48,USD
AITDJ,24/03/2025,160.48,USD
AITDJ,25/03/2025,160.48,USD
AITDJ,26/03/2025,160.48,USD
AITDJ,27/03/2025,160.48,USD
AITDJ,28/03/2025,160.48,USD
AITDJ,29/03/2025,160.48,USD
AITDJ,30/03/2025,160.48,USD
AITDJ,31/03/2025,160.48,USD
AITDJ,01/04/2025,160.48,USD
AITDJ,02/04/2025,160.48,USD
AITDJ,03/04/2025,160.48,USD
AITDJ,04/04/2025,160.48,USD
AITDJ,05/04/2025,160.48,USD
AITDJ,06/04/2025,160.48,USD
AITDJ,07/04/2025,160.48,USD
AITDJ,08/04/2025,160.48,USD
AITDJ,09/04/2025,160.48,USD
AITDJ,10/04/2025,160.48,USD
AITDJ,11/04/2025,160.48,USD
AITDJ,12/04/2025,160.48,USD
AITDJ,13/04/2025,160.48,USD
AITDJ,14/04/2025,160.48,USD
AITDJ,15/04/2025,160.48,USD
AITDJ,16/04/2025,160.48,USD
AITDJ,17/04/2025,160.48,USD
AITDJ,18/04/2025,160.48,USD
AITDJ,19/04/2025,160.48,USD
AITDJ,20/04/2025,160.48,USD
AITDJ,21/04/2025,160.48,USD
AITDJ,22/04/2025,160.48,USD
AITDJ,23/04/2025,160.48,USD
AITDJ,24/04/2025,160.48,USD
AITDJ,25/04/2025,160.48,USD
AITDJ,26/04/2025,160.48,USD
AITDJ,27/04/2025,160.48,USD
AITDJ,28/04/2025,160.48,USD
AITDJ,29/04/2025,160.48,USD
AITDJ,30/04/2025,160.48,USD
AITDJ,01/05/2025,160.48,USD
AITDJ,02/05/2025,160.48,USD
AITDJ,03/05/2025,160.48,USD
AITDJ,04/05/2025,160.48,USD
AITDJ,05/05/2025,160.48,USD
AITDJ,06/05/2025,160.48,USD
AITDJ,07/05/2025,160.48,USD
AITDJ,08/05/2025,160.48,USD
AITDJ,09/05/2025,160.48,USD
AITDJ,10/05/2025,160.48,USD
AITDJ,11/05/2025,160.48,USD
AITDJ,12/05/2025,160.48,USD
AITDJ,13/05/2025,160.48,USD
AITDJ,14/05/2025,160.48,USD
