CustomerID,Ticker,Quantity,AsOfDate
C100052,NTVB,1575,2025-09-01
C100052,EYCEP,444,2025-09-01
C100052,OOX,273,2025-09-01
C100052,UFUF,737,2025-09-01
C100052,QGJ,961,2025-09-01
C100052,VYUH,1317,2025-09-01
C100052,IMG,1499,2025-09-01
C100052,NRVIA,1443,2025-09-01
C100052,XREL,555,2025-09-01
C100052,RJOI,1542,2025-09-01
C100053,REWAF,263,2025-09-01
C100053,LKM,1269,2025-09-01
C100053,TNCQV,460,2025-09-01
C100053,HUMGL,11,2025-09-01
C100053,SYZXC,1805,2025-09-01
C100053,FRWQW,401,2025-09-01
C100053,MSLHS,285,2025-09-01
C100054,TNT,1944,2025-09-01
C100054,BVB,805,2025-09-01
C100054,TPAF,1017,2025-09-01
C100054,AJDX,264,2025-09-01
C100054,QWO,785,2025-09-01
C100054,ZNK,415,2025-09-01
C100054,LNURY,511,2025-09-01
C100054,IHYA,1361,2025-09-01
C100054,TARPY,1997,2025-09-01
C100054,KEFPW,1077,2025-09-01
C100054,SYQ,1150,2025-09-01
C100054,NGXB,1063,2025-09-01
C100054,IYBWC,643,2025-09-01
C100055,UIHUJ,1706,2025-09-01
C100055,EYU,534,2025-09-01
C100055,ESMX,1203,2025-09-01
C100055,BUJ,1451,2025-09-01
C100055,AXM,499,2025-09-01
C100056,IMG,872,2025-09-01
C100056,KEFPW,1114,2025-09-01
C100056,FFBQF,1974,2025-09-01
C100056,PUFCF,1854,2025-09-01
C100056,FPIS,1541,2025-09-01
C100056,LCSL,1475,2025-09-01
C100056,RFC,1730,2025-09-01
C100056,QGXD,1251,2025-09-01
C100056,BUJ,1174,2025-09-01
C100056,HKNX,1894,2025-09-01
C100056,JYS,325,2025-09-01
C100056,NRVIA,1298,2025-09-01
C100057,ELK,959,2025-09-01
C100057,HRYDD,615,2025-09-01
C100057,DJRTW,1306,2025-09-01
C100057,QTSFL,1039,2025-09-01
C100057,KBJZN,1368,2025-09-01
C100057,SOHH,453,2025-09-01
C100057,PBBUP,1549,2025-09-01
C100057,LCRVI,1703,2025-09-01
C100057,KBXO,400,2025-09-01
C100057,UFUF,468,2025-09-01
C100058,QGJ,1560,2025-09-01
C100058,AWBKJ,1349,2025-09-01
C100058,VOYZR,831,2025-09-01
C100058,HYRF,1335,2025-09-01
C100058,LOTU,985,2025-09-01
C100058,ZGJ,197,2025-09-01
C100058,GSHRU,1315,2025-09-01
C100058,NLZBM,218,2025-09-01
C100059,WLW,864,2025-09-01
C100059,FDNTE,1650,2025-09-01
C100059,VHFUP,1967,2025-09-01
C100059,IZQLN,761,2025-09-01
C100059,RNQ,876,2025-09-01
C100060,ZNK,719,2025-09-01
C100060,JFG,1659,2025-09-01
C100060,ZPDCR,839,2025-09-01
C100060,BIBMX,1208,2025-09-01
C100060,ZMMY,68,2025-09-01
C100060,IDD,1143,2025-09-01
C100060,ETUOT,615,2025-09-01
C100060,USFP,1888,2025-09-01
C100061,ZNK,590,2025-09-01
C100061,USOZ,160,2025-09-01
C100061,HUMGL,22,2025-09-01
C100061,UFU,1030,2025-09-01
C100061,EYERS,718,2025-09-01
C100061,VQU,1067,2025-09-01
C100062,NDFD,206,2025-09-01
C100062,QGJ,111,2025-09-01
C100062,VOYZR,583,2025-09-01
C100062,MCKL,410,2025-09-01
C100062,FITJ,1363,2025-09-01
C100062,AZSVP,481,2025-09-01
C100062,GERAA,604,2025-09-01
C100062,OEJ,494,2025-09-01
C100063,KBXO,1600,2025-09-01
C100063,LMHK,1154,2025-09-01
C100063,YTR,1635,2025-09-01
C100063,FDNTE,1448,2025-09-01
C100063,RJOI,882,2025-09-01
C100063,BUJ,562,2025-09-01
C100063,KFNI,238,2025-09-01
C100063,JJH,1642,2025-09-01
C100064,ZIKTN,1325,2025-09-01
C100064,BBYX,1142,2025-09-01
C100064,UGFOQ,54,2025-09-01
C100064,ONCC,963,2025-09-01
C100065,CGR,436,2025-09-01
C100065,JHDE,345,2025-09-01
C100065,PTCVZ,810,2025-09-01
C100065,JBM,130,2025-09-01
C100065,ESQ,1093,2025-09-01
C100065,XEPQ,1620,2025-09-01
C100065,MURH,1632,2025-09-01
C100065,URQYJ,1023,2025-09-01
C100065,AFD,1142,2025-09-01
C100065,MUSKV,1128,2025-09-01
C100065,CQBSZ,239,2025-09-01
C100065,VHFUP,1641,2025-09-01
C100066,XEPQ,1779,2025-09-01
C100066,KFNI,1983,2025-09-01
C100066,MGJ,1501,2025-09-01
C100066,BTQGT,1706,2025-09-01
C100066,SYZXC,1272,2025-09-01
C100066,ZMGPF,53,2025-09-01
C100066,REK,227,2025-09-01
C100066,PYO,1214,2025-09-01
C100066,THP,909,2025-09-01
C100066,HYRF,17,2025-09-01
C100067,BQXZT,1710,2025-09-01
C100067,XVGQO,307,2025-09-01
C100067,PSNV,403,2025-09-01
C100067,CQBSZ,1363,2025-09-01
C100067,HKDYH,1427,2025-09-01
C100067,GZJA,1276,2025-09-01
C100067,ETUOT,1414,2025-09-01
C100067,BQQBS,377,2025-09-01
C100067,RXQH,118,2025-09-01
C100068,PUFCF,1352,2025-09-01
C100068,UIKD,1066,2025-09-01
C100068,IRKXL,844,2025-09-01
C100068,VHFUP,1989,2025-09-01
C100068,TMP,1970,2025-09-01
C100068,OOX,1465,2025-09-01
C100068,MQH,402,2025-09-01
C100068,DTBYQ,317,2025-09-01
C100068,WID,1711,2025-09-01
C100068,DFPC,1204,2025-09-01
C100068,AFUX,1396,2025-09-01
C100068,CQBSZ,1262,2025-09-01
C100068,GZUXF,1614,2025-09-01
C100068,SYZXC,1035,2025-09-01
C100069,GZUXF,1316,2025-09-01
C100069,AKOAQ,1606,2025-09-01
C100069,UFUF,401,2025-09-01
C100069,ZPDCR,1669,2025-09-01
C100069,RJK,1080,2025-09-01
C100069,ZQKZJ,1469,2025-09-01
C100069,ESQ,1961,2025-09-01
C100069,KCIRN,980,2025-09-01
C100070,WKYOP,1368,2025-09-01
C100070,ISI,474,2025-09-01
C100070,MJYL,230,2025-09-01
C100070,SYQ,11,2025-09-01
C100070,CGR,122,2025-09-01
C100070,NQQXU,1714,2025-09-01
C100070,RBQI,354,2025-09-01
C100071,HKDYH,538,2025-09-01
C100071,SYZXC,1972,2025-09-01
C100071,EZGC,1143,2025-09-01
C100071,HXWQP,127,2025-09-01
C100071,CQBSZ,1521,2025-09-01
C100071,QZIUC,1335,2025-09-01
C100071,CQOAC,367,2025-09-01
C100071,KOG,421,2025-09-01
C100072,DBY,1317,2025-09-01
C100072,TIHE,531,2025-09-01
C100072,RFF,32,2025-09-01
C100073,AKOAQ,1044,2025-09-01
C100073,WBG,1008,2025-09-01
C100073,FLAI,1780,2025-09-01
C100073,NTVB,120,2025-09-01
C100073,BMNSU,1442,2025-09-01
C100073,ZHZR,342,2025-09-01
C100073,AWBKJ,1445,2025-09-01
C100073,AFUX,563,2025-09-01
C100073,REK,1240,2025-09-01
C100073,EKJCY,1694,2025-09-01
C100073,BUJ,212,2025-09-01
C100074,IMD,1979,2025-09-01
C100074,PNKI,422,2025-09-01
C100074,BBYX,779,2025-09-01
C100074,JHDE,897,2025-09-01
C100074,MYA,1649,2025-09-01
C100074,LJJEF,1715,2025-09-01
C100075,UAOYK,378,2025-09-01
C100075,XPMCJ,316,2025-09-01
C100075,VUFA,481,2025-09-01
C100076,WOO,1585,2025-09-01
C100076,QQM,1366,2025-09-01
C100076,DJRTW,74,2025-09-01
C100076,KUYA,1262,2025-09-01
C100076,BTQGT,871,2025-09-01
C100076,HZRHO,462,2025-09-01
C100076,CES,770,2025-09-01
C100076,MTWDE,359,2025-09-01
C100076,TPAF,798,2025-09-01
C100076,YZMHJ,797,2025-09-01
C100076,SPZRA,1994,2025-09-01
C100076,LVQP,780,2025-09-01
C100076,PYO,1619,2025-09-01
C100076,MFZI,1303,2025-09-01
C100077,RJK,1289,2025-09-01
C100077,YWG,1266,2025-09-01
C100077,NGXB,1711,2025-09-01
C100077,ROBIQ,1885,2025-09-01
C100077,GEL,1001,2025-09-01
C100078,IDX,725,2025-09-01
C100078,MFOYS,1331,2025-09-01
C100078,WVAW,1703,2025-09-01
C100078,LDV,247,2025-09-01
C100078,JVWF,436,2025-09-01
C100078,RMAH,1165,2025-09-01
C100078,XVGQO,38,2025-09-01
C100078,QGC,569,2025-09-01
C100078,RDHG,383,2025-09-01
C100078,BADQB,1189,2025-09-01
C100079,UZW,1473,2025-09-01
C100079,SYZXC,143,2025-09-01
C100079,ZUUP,1408,2025-09-01
C100079,QUBR,395,2025-09-01
C100079,HJD,616,2025-09-01
C100079,ITMNM,675,2025-09-01
C100079,QQM,801,2025-09-01
C100079,BWJZ,1518,2025-09-01
C100079,NLUC,948,2025-09-01
C100079,AKML,1011,2025-09-01
C100079,RZPY,1547,2025-09-01
C100079,REK,780,2025-09-01
C100080,CFQZ,304,2025-09-01
C100080,IGRIG,1169,2025-09-01
C100080,FKIJS,1026,2025-09-01
C100080,NBGWL,588,2025-09-01
C100080,GDF,1681,2025-09-01
C100080,ADWZ,216,2025-09-01
C100080,MLFM,542,2025-09-01
C100081,VQPD,427,2025-09-01
C100081,CQOAC,1055,2025-09-01
C100081,NRVIA,1093,2025-09-01
C100081,KOG,1676,2025-09-01
C100081,ZPDCR,319,2025-09-01
C100081,UZXTV,1383,2025-09-01
C100082,NIEX,1185,2025-09-01
C100082,DTBYQ,1752,2025-09-01
C100082,OIC,327,2025-09-01
C100082,LBGDH,287,2025-09-01
C100082,QPESE,954,2025-09-01
C100082,WVAW,1802,2025-09-01
C100082,FLAI,612,2025-09-01
C100082,ZPDCR,150,2025-09-01
C100082,OER,1159,2025-09-01
C100082,SUB,655,2025-09-01
C100082,LHAUQ,1221,2025-09-01
C100082,BLHH,1306,2025-09-01
C100082,XREL,1043,2025-09-01
C100083,LXO,449,2025-09-01
C100083,XFNEW,1860,2025-09-01
C100083,ZBNNZ,619,2025-09-01
C100083,HOO,1916,2025-09-01
C100083,NGXB,219,2025-09-01
C100083,IUGA,51,2025-09-01
C100083,QKP,237,2025-09-01
